ID;Institution;academic_year;location;programme;study_mode;cohort;Would you like to give your institution any other feedback on the content and organisation of your course programme?;Would you like to give your institution any other feedback on the link with professional practice / professional careers?;Would you like to give your institution any other feedback on the teachers on your course programme?;Would you like to give your institution any other feedback on support/mentoring?;Would you like to give your institution any other feedback on examination and assessment?;Would you like to give your institution any other feedback on engagement and contact?;Would you like to give your institution any other feedback on studying under special circumstances?
344;1;2026/27;Venlo;ICT & Business;Full-time;Fourth-year;The expectations feel unmanageable given the current time constraints.;Meer alumni-events zouden enorm helpen om praktische carrièreinzichten te krijgen.;Ik waardeer echt de praktische tips van onze docenten, dat helpt bij mijn carrièreplanning.;Het zou helpen als de feedback meer gericht was op de vaardigheden, en minder op het eindresultaat.;Sommige examenvragen raakten onderwerpen aan die we nauwelijks in de colleges hebben behandeld.;It would be beneficial to have dedicated office hours on a video call for one-on-one academic advice.;Ik voelde me begrepen, maar het communicatiemiddel was te onpersoonlijk en afstandelijk.
345;2;2026/27;Eindhoven;HBO-ICT;Full-time;First-year;Het programma zou veel meer uitleg en begeleiding van de docenten moeten bevatten.;Better coaching on professional networking and building industry connections would be great for our futures.;Het is ontzettend frustrerend om zo snel drie verschillende docenten te moeten krijgen.;More open discussion forums about navigating the pressures of student life would be beneficial.;"Exam vragen moeten concreter zijn; meer precisie in de formulering is echt nodig.";"Please consolidate the contact methods; it feels like too many places to ask questions.";More clearly marked and maintained ramps are needed, especially around the science building.
346;1;2026/27;Tilburg;Software Engineering;Full-time;Second-year;The feedback often mentions needing 'depth' without specifying what that actually means for us.;I wish we got more exposure to real industry data and company projects.;De communicatie is te vaag en negeert de unieke uitdagingen van digitaal leren.;Nog meer duidelijkheid over de beoordelingscriteria voor de mondelinge examens is welkom.;"Het voelt alsof we te veel moeten presteren in een paar dagen; coursework zou een betere maatstaf zijn.";Het zou fijn zijn als er duidelijker gecommuniceerd wordt wanneer docenten beschikbaar zijn.;They were wonderfully supportive, which allowed me to focus purely on my recovery.
347;1;2026/27;Den Bosh;Cyber Security;Full-time;Third-year;Seriously, [NAME] needs to speed up the grading process, we need our results.;Ik hoop op meer simulaties voor communicatie met diverse stakeholders in de echte wereld.;Men advises moeten sneller communiceren. Wij hebben snelle reacties nodig voor onze projecten.;More frequent, brief touchpoints would make such a difference in my overall student experience.;The long wait times for results really impact our ability to plan our next steps.;Het zou fijn zijn als meer Nederlandse en internationale studenten op een laagdrempelige manier worden benaderd.;Soms voelt het alsof het aanvragen van uitstel een onnodig en ingewikkeld proces is.
348;2;2026/27;Venlo;Artificial Intelligence;Full-time;Fourth-year;It would help if the grading criteria were explicitly outlined at the start.;Het zou nuttig zijn om meer gastsprekers uit diverse sectoren te organiseren.;The best part is the networking, but the mentoring aspect needs more faculty validation to be truly effective.;Het zou prettig zijn als er meer sociale activiteiten waren die niet gericht zijn op cijfers.;Het zou helpen als de tentamens beter aansluiten bij de weekopdrachten die we in de les zien.;Meer specifieke mentorenprogramma’s voor studenten die van buiten de regio komen en zich onzeker voelen.;Could they consider better elevator maintenance across all primary teaching facilities?
349;2;2026/27;Eindhoven;ICT & Business;Full-time;First-year;It would be beneficial to discuss topics related to disability rights within the program modules.;Het is top, maar meer opties voor stages op afstand zouden fantastisch zijn.;Het voelt echt alsof de docenten ons behandelen als een grote groep, niet als individuele studenten.;Het is lastig om te weten waar we moeten focussen zonder duidelijke doelen en richtlijnen.;Meer nadruk op coursework en minder op die één gigantische tentamenweek, echt waar.;Het zou fijn zijn als er een duidelijke aankondiging was voordat er wijzigingen plaatsvonden.;I really appreciate the flexible class scheduling options for my intense performance commitments.
350;1;2026/27;Tilburg;HBO-ICT;Full-time;Second-year;De manier van lesgeven is goed, maar meer interactieve groepswerk zou het begrip vergroten.;The university should organize mandatory professional shadowing days within the local corporate environment.;De onvoorspelbaarheid van de mentoren is lastig, ik wil gewoon één constante begeleider voor dit programma.;Ik ben dankbaar voor de steun, maar ik voelde me af en toe ongemakkelijk vanwege cultuurverschillen.;I hope the institution considers implementing a standardized appeal process for grades.;Zou het mogelijk zijn om een keer een workshop te organiseren over praktijktoepassing?;Het zou helpen om de mogelijkheid te krijgen om bepaalde vakken in een ander tempo te volgen.
351;1;2026/27;Den Bosh;Software Engineering;Part-time;Third-year;The quizzes helped, but the main explanations often jump too quickly between complex ideas.;More diverse industry perspectives and perhaps more frequent guest speakers would be fantastic.;Zou het mogelijk zijn om een workshop over sollicitaties en netwerken te organiseren?;It would really help if the feedback process explained what 'improving' actually looks like.;Ik vond de ondersteuning voor visuele beperkingen erg nuttig, maar de communicatie was te traag.;Het zou fijn zijn als de assistenten direct bereikbaar zouden zijn via een chatfunctie.;The staff communicated proactively and made sure I wasn't left behind academically.
352;1;2026/27;Venlo;Cyber Security;Full-time;Fourth-year;Het lijkt erop dat de belasting niet past bij de cursusduur.;Het zou enorm helpen als we meer kansen krijgen om bedrijven op locatie te bezoeken.;The current support structure lacks the one-on-one touch necessary for complex course material.;Could we get more talks about the soft skills needed for management and leadership?;Ik merk dat bepaalde hoofdstukken heel weinig in de praktijkvoorbeelden werden behandeld.;I think more organized study groups would help build a stronger peer connection across the cohort.;Would regular communication about alternative assessment methods improve student confidence?
353;1;2026/27;Eindhoven;Artificial Intelligence;Full-time;First-year;Het is echt frustrerend met [NAME], de correctie van assignments duurt veel te lang.;Kunt u meer alumni-sessies organiseren, zodat we direct contact kunnen leggen?;Het zou super zijn om workshops over specifieke [NAME] in de industrie te krijgen.;Het zou een grote plus zijn met een vaste, laagdrempelige plek voor informele gesprekken.;De vragen waren soms te vaag, ik had meer duidelijke instructies nodig over het beoordelingscriterium.;"Please stick to one official channel for updates; mixing email and social media is confusing.";Het is moeilijk om van klaslokaal naar de kantine te komen zonder goede looproutes.
354;2;2026/27;Tilburg;ICT & Business;Full-time;Second-year;Ik zou meer case studies willen zien die de theorieën direct relateren aan de dagelijkse praktijk.;Meer sessies over het opbouwen van een professioneel netwerk buiten de campus zouden geweldig zijn.;De begeleiding van de docenten mist een bepaalde persoonlijke touch en is te vaag.;We need better communication channels so that concerns are addressed swiftly.;Frequent software glitches made me extremely nervous and I couldn't concentrate properly on the material.;Wij zouden meer consistentie willen in de reactiesnelheid van de verschillende vakdocenten.;I noticed some image-heavy slides lack descriptive alt-text for screen readers.
355;2;2026/27;Den Bosh;HBO-ICT;Full-time;Third-year;Het curriculum mist momenteel een diepere blik op diverse economische en maatschappelijke kringen.;We need more real-world insights, not just theoretical talks about the profession.;It is difficult to feel connected to the department when everything seems geared towards campus life.;De communicatie over mentordisponibiliteit is momenteel wat inconsistent.;Overall, the grading seemed fairly transparent, but specific weightings need clearer explanation.;I think a dedicated student lounge area would really help foster a stronger sense of community.;Het is lastig om te weten wanneer en hoe ver je eigenlijk kunt uitwijken bij ziekte, dat moet duidelijker.
356;1;2026/27;Venlo;Software Engineering;Full-time;Fourth-year;More practical time management workshops would help with this heavy curriculum.;Extra oefeningen voor technische interviews en het beantwoorden van moeilijk gedragsvragen zijn welkom.;I really wish the instructors would provide more personalized attention during class time.;Zouden meer dan minder check-ins helpen? Het voelt nu soms alsof niemand weet wat er speelt.;Kunt u de technische ondersteuning tijdens het examen vergroten voor alle deelnemers?;"Het systeem van mentorcontact is te vaag; we hebben duidelijke afspraken nodig.";Het is nuttig om een centrale, goed toegankelijke kaart te hebben die alle hulpbronnen en liften aangeeft.
357;2;2026/27;Eindhoven;Cyber Security;Full-time;First-year;The communication from some lecturers is consistently unclear, making it hard to understand assignment requirements.;I wish the curriculum could incorporate more industry-specific tools so we feel better prepared for the job market.;De vertraging in de mentorcommunicatie beïnvloedt mijn studieplanning negatief.;Emotional support is appreciated, but it needs to be proactive, not just reactive.;Kunt u ons vertellen wat de gemiddelde wachttijd is voordat wij onze eindresultaten zien?;I wish the coaches were more flexible with scheduling, as my classes are very demanding.;Het is soms moeilijk om snel en duidelijk advies te krijgen over mogelijke aanpassingen.
